C,SETP.WORLD,DVD_GENUNITS,AEMO,PUBLIC,2024/02/07,00:25:16,0000000410396561,,0000000410396500
I,PARTICIPANT_REGISTRATION,GENUNITS,2,GENSETID,STATIONID,SETLOSSFACTOR,CDINDICATOR,AGCFLAG,SPINNINGFLAG,VOLTLEVEL,REGISTEREDCAPACITY,DISPATCHTYPE,STARTTYPE,MKTGENERATORIND,NORMALSTATUS,MAXCAPACITY,GENSETTYPE,GENSETNAME,LASTCHANGED,CO2E_EMISSIONS_FACTOR,CO2E_ENERGY_SOURCE,CO2E_DATA_SOURCE
D,PARTICIPANT_REGISTRATION,GENUNITS,2,W/HOE#2,,,Y,Y,N,275,285,GROSS/NET,FAST,Y,N,285,GENERATOR,,"2019/10/28 13:28:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WAGGNSF1,,,N,Y,N,66,55,GROSS/NET,SLOW,Y,N,48,GENERATOR,,"2021/06/04 16:17:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WALGRVG1,,,N,Y,N,132,50,GROSS/NET,FAST,Y,N,50,GENERATOR,,"2021/11/22 08:57:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WANDBG1,,,N,Y,N,132,123,GROSS/NET,FAST,Y,N,100,GENERATOR,,"2021/07/02 12:12:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WARWSF1,,,N,N,N,33,39,GROSS/NET,SLOW,Y,N,32,GENERATOR,,"2020/09/21 11:05:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WARWSF2,,,N,N,N,33,39,GROSS/NET,SLOW,Y,N,32,GENERATOR,,"2020/09/21 11:05:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WATERLWF,,,N,N,N,132,130,NET/NET,SLOW,Y,N,130,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WAUBWF01,,,N,Y,N,220,122,GROSS/NET,,Y,N,122,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WAUBWF02,,,N,Y,N,220,71,GROSS/NET,,Y,N,71,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WDGPH1,,,N,Y,N,275,501,GROSS/NET,SLOW,Y,N,400,GENERATOR,,"2022/07/21 16:36:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WDGPH2,,,N,Y,N,275,252,GROSS/NET,SLOW,Y,N,201,GENERATOR,,"2021/11/15 15:05:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WDLNGN01,,,N,N,N,11,7,GROSS/NET,,Y,N,7,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WELLSF1,,,N,N,N,132,216,GROSS/NET,SLOW,Y,N,170,GENERATOR,,"2020/10/30 13:49:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WEMENSF1,,,N,N,N,66,97,GROSS/NET,SLOW,Y,N,88,GENERATOR,,"2019/03/01 09:37:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WESTCBT1,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0.79537693,"Diesel oil",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WESTILL1,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0.79537693,"Diesel oil",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WESTILL2,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0.79537693,"Diesel oil",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WGWF1,,,N,N,N,275,119,GROSS/NET,SLOW,Y,N,119,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WHILL1,,,N,N,N,22,12,GROSS/NET,,Y,N,12,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WHITSF1,,,N,N,N,33,57,GROSS/NET,SLOW,Y,N,56,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WILGAPK1,,,N,N,N,66,10,GROSS/NET,,Y,N,10,GENERATOR,,"2018/10/24 09:51:00",0.56318004,"Coal Seam Methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WILGB01,,,N,N,N,66,12,GROSS/NET,,Y,N,12,GENERATOR,,"2020/04/07 10:01:00",0.56318004,"Coal seam methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WILLHOV1,,,N,N,N,22,2,NET/NET,,Y,N,2,GENERATOR,,"2019/05/30 16:04:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WINGF1_1,,,N,N,N,11,5,GROSS/NET,,Y,N,5,GENERATOR,,"2019/05/30 16:04:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WINGF2_1,,,N,N,N,11,5,GROSS/NET,,Y,N,5,GENERATOR,,"2019/05/30 16:04:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WINTSF1,,,N,Y,N,66,107,GROSS/NET,SLOW,Y,N,85,GENERATOR,,"2021/03/26 15:03:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WIVENSH,,,N,N,N,33,5,GROSS/NET,,Y,N,5,GENERATOR,,"2019/05/30 16:04:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WKIEWA1,,,Y,Y,N,220,31,GROSS/NET,FAST,Y,N,34,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WOLLERT1,,,N,N,N,22,7,GROSS/NET,,Y,N,7,GENERATOR,,"2019/05/30 16:04:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WONWP,,,N,N,N,22,12,NET/NET,,Y,N,12,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WOODLWN1,,,N,N,N,330,48,NET/NET,SLOW,Y,N,48,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MACKAYGT,,,Y,N,N,33,30,GROSS/NET,FAST,Y,N,34,GENERATOR,,"2018/10/24 09:51:11",1.04582286,"Diesel oil",ISP2020
D,PARTICIPANT_REGISTRATION,GENUNITS,2,LBBL1,,,N,Y,N,33,25,NET/NET,FAST,Y,N,25,LOAD,,"2019/10/07 09:19:49",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TIBG1,,,N,Y,N,275,250,GROSS/NET,FAST,Y,N,250,GENERATOR,,"2023/04/21 15:20:33",0,"Battery Storage","ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TIBL1,,,N,Y,N,275,250,GROSS/NET,FAST,Y,N,250,LOAD,,"2023/04/21 15:20:33",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,RIVNBG2,,,N,Y,N,33,65,GROSS/NET,FAST,Y,N,65,GENERATOR,,"2023/05/19 15:24:08",0,"Battery Storage","ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,RIVNBL2,,,N,N,N,33,65,GROSS/NET,FAST,Y,N,65,LOAD,,"2023/05/19 15:24:08",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSWF1A,,,N,Y,N,275,209,GROSS/NET,SLOW,Y,N,201,GENERATOR,,"2023/07/07 15:04:38",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,RYEPARK1,,,N,Y,N,330,396,GROSS/NET,SLOW,Y,N,384,GENERATOR,,"2023/08/11 15:05:15",0,Wind,"ISP 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SHOAL1,,,N,Y,N,33,54,GROSS/NET,,N,N,54,GENERATOR,,"2023/10/13 17:13:07",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HEZ1,,,N,Y,N,33,28,GROSS/NET,FAST,Y,N,28,GENERATOR,,"2023/10/16 15:02:05",1.27401747,"Diesel oil",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CHBESSG1,,,N,Y,N,275,134,NET/NET,FAST,Y,N,100,GENERATOR,,"2023/11/17 15:35:46",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CHBESSL1,,,N,Y,N,275,134,NET/NET,FAST,Y,N,100,LOAD,,"2023/11/17 15:35:46",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,GSWF1B1,,,N,Y,N,275,203,GROSS/NET,SLOW,Y,N,196,GENERATOR,,"2023/11/17 15:52:20",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,MANNSF2,,,N,Y,N,33,37,GROSS/NET,SLOW,Y,N,29,GENERATOR,,"2023/12/08 14:08:48",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,REPULSE,,,N,Y,N,220,28,NET/NET,,Y,N,34,GENERATOR,,"2019/08/22 16:52:24",0,Hydro,"NTNDP 2014"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,NINEWIL1,,,N,N,N,1,3,GROSS/NET,,Y,N,2,GENERATOR,,"2018/10/24 09:51:11",0.7850,"Diesel oil","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,REMOUNT,,,N,N,N,22,2,GROSS/NET,,Y,N,2,GENERATOR,,"2018/10/24 09:51:11",0.0830,"Landfill biogas methane","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,HVWWBA1L,,,N,Y,N,11,5,GROSS/NET,FAST,Y,N,4,LOAD,,"2022/04/14 12:47:40",,,
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SATGN1,,,N,N,N,66,154,GROSS/NET,,Y,N,154,GENERATOR,,"2019/05/30 16:04:02",0.7850,"Diesel oil","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,SATGS1,,,N,N,N,66,123,GROSS/NET,FAST,Y,N,123,GENERATOR,,"2020/10/26 15:44:26",0.7850,"Diesel oil","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ADPBA1G,,,N,Y,N,11,7,GROSS/NET,FAST,Y,N,6,GENERATOR,,"2021/06/25 17:15:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ADPPV1,,,N,Y,N,11,24,GROSS/NET,SLOW,Y,N,19,GENERATOR,,"2021/11/05 14:34:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AGLHAL,,,Y,N,N,275,217,NET/NET,FAST,Y,N,255,GENERATOR,,"2020/01/17 12:21:00",0.85674193,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,AGLSOM,,,Y,Y,N,66,170,NET/NET,FAST,Y,N,170,GENERATOR,,"2018/10/24 09:51:00",0.70141977,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ANGAS1,,,Y,N,N,33,30,NET/NET,FAST,Y,N,30,GENERATOR,,"2018/10/24 09:51:00",0.69034685,"Diesel oil",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ANGAS2,,,Y,N,N,33,20,NET/NET,FAST,Y,N,20,GENERATOR,,"2018/10/24 09:51:00",0.69034685,"Diesel oil",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,APPIN,,,N,N,N,66,55,NET/NET,,Y,N,55,GENERATOR,,"2018/10/24 09:51:00",0.56318004,"Coal seam methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,ARWF1_1,,,N,N,N,220,241,GROSS/NET,SLOW,Y,N,241,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BAKING1,,,N,N,N,33,17,NET/NET,,Y,N,14,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BALBG1,,,N,Y,N,22,30,GROSS/NET,FAST,Y,N,30,GENERATOR,,"2018/11/02 15:29:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BALDHWF1,,,N,N,N,66,59,NET/NET,SLOW,Y,N,59,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BALDHWF2,,,N,N,N,66,47,NET/NET,SLOW,Y,N,47,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BANGOWF2,,,N,N,N,132,84,GROSS/NET,SLOW,Y,N,82,GENERATOR,,"2021/05/21 12:12:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BANN1,,,N,N,N,66,50,NET/NET,SLOW,Y,N,44,GENERATOR,,"2019/01/23 10:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BANN2,,,N,N,N,66,50,NET/NET,SLOW,Y,N,44,GENERATOR,,"2019/01/23 10:32:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BAPS,,,N,N,N,220,12,GROSS/NET,,Y,N,12,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BARCALDN,,,Y,N,N,132,37,GROSS/NET,FAST,Y,N,37,GENERATOR,,"2018/10/24 09:51:00",3.19269103,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BARCSF1,,,N,N,N,22,10,NET/NET,,Y,N,10,GENERATOR,,"2020/09/14 10:54:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BARCSF2,,,N,N,N,22,10,NET/NET,,Y,N,10,GENERATOR,,"2020/09/14 10:54:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BARKIPS1,,,N,Y,N,275,211,NET/NET,FAST,Y,N,210,GENERATOR,,"2019/10/14 12:33:00",0.44155341,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BARRON-1,,,Y,N,N,132,30,GROSS/NET,FAST,Y,N,33,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BARRON-2,,,Y,N,N,132,30,GROSS/NET,FAST,Y,N,33,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BASTYAN,,,Y,Y,N,220,80,NET/NET,SLOW,Y,N,88,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBASEH_1,,,N,N,N,22,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0.60144457,"Natural Gas (Pipeline)",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBASEH_2,,,N,N,N,22,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0.60144457,"Natural Gas (Pipeline)",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBASEH_3,,,N,N,N,22,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0.79537693,"Diesel oil",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBTHREE1,,,N,N,N,110,35,GROSS/NET,FAST,Y,N,49,GENERATOR,,"2018/10/24 09:51:00",0.51628843,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBTHREE2,,,N,N,N,110,35,GROSS/NET,FAST,Y,N,49,GENERATOR,,"2018/10/24 09:51:00",0.51628843,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BBTHREE3,,,N,N,N,110,35,GROSS/NET,FAST,Y,N,49,GENERATOR,,"2018/10/24 09:51:00",0.51628843,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BDL01,,,Y,N,N,66,46,GROSS/NET,FAST,Y,N,47,GENERATOR,,"2018/10/24 09:51:00",0.54795875,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BDL02,,,Y,N,N,66,46,GROSS/NET,FAST,Y,N,47,GENERATOR,,"2018/10/24 09:51:00",0.54795875,"Natural Gas (Pipeline)",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BDONGHYD,,,N,N,N,132,19,GROSS/NET,,Y,N,19,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BERYLSF1,,,N,N,N,66,98,GROSS/NET,SLOW,Y,N,87,GENERATOR,,"2019/04/10 13:06:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BLOWERNG,,,Y,N,N,132,80,GROSS/NET,SLOW,Y,N,80,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BLUEGSF1,,,N,Y,N,132,183,GROSS/NET,SLOW,Y,N,148,GENERATOR,,"2022/01/28 15:00:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BLUFF,,,N,N,N,275,53,NET/NET,SLOW,Y,N,53,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BNGSF1,,,N,N,N,132,135,GROSS/NET,SLOW,Y,N,110,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TERALBA,,,N,N,N,33,3,NET/NET,,Y,N,3,GENERATOR,,"2018/10/24 09:51:11",0.0830,"Landfill biogas methane","NGA 2020"
D,PARTICIPANT_REGISTRATION,GENUNITS,2,TORRA1,,,Y,Y,N,275,120,GROSS/NET,SLOW,Y,N,130,GENERATOR,,"2018/10/24 09:51:11",0.708560,"Natural Gas (Pipeline)",ISP2020
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BNGSF2,,,N,N,N,132,135,GROSS/NET,SLOW,Y,N,110,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOCORWF1,,,N,Y,N,132,113,GROSS/NET,SLOW,Y,N,113,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BODWF1,,,N,N,N,132,113,NET/NET,SLOW,Y,N,111,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOGONG1,,,N,Y,N,220,74,GROSS/NET,FAST,Y,N,74,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOGONG2,,,N,Y,N,220,74,GROSS/NET,FAST,Y,N,74,GENERATOR,,"2021/11/30 13:46:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOLIVAR1,,,N,N,N,11,9,GROSS/NET,,Y,N,7,GENERATOR,,"2020/12/14 09:24:00",0.35664596,"Other Biofuels",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOLIVAR2,,,N,N,N,11,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0.35664596,"Other Biofuels",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOLIVPS1,,,N,Y,N,66,128,NET/NET,FAST,Y,N,127,GENERATOR,,"2022/11/25 14:50:00",0.79537693,"Diesel oil",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOMENSF1,,,N,N,N,132,121,GROSS/NET,SLOW,Y,N,100,GENERATOR,,"2020/03/13 13:47:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOWWBA1G,,,N,Y,N,11,3,GROSS/NET,FAST,Y,N,2,GENERATOR,,"2022/06/03 16:53:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BOWWPV1,,,N,N,N,11,8,GROSS/NET,SLOW,Y,N,6,GENERATOR,,"2021/11/12 15:57:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BPLANDF1,,,N,N,N,11,2,GROSS/NET,,Y,N,2,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRAEMAR1,,,Y,Y,N,275,168,GROSS/NET,FAST,Y,N,173,GENERATOR,,"2018/10/24 09:51:00",0.59978960,"Coal seam methane",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRAEMAR2,,,Y,Y,N,275,168,GROSS/NET,FAST,Y,N,188,GENERATOR,,"2020/02/20 13:08:00",0.59978960,"Coal seam methane",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRAEMG5,,,N,Y,N,275,173,GROSS/NET,FAST,Y,N,173,GENERATOR,,"2018/10/24 09:51:00",0.59978960,"Coal seam methane",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRAEMG7,,,N,Y,N,275,173,GROSS/NET,FAST,Y,N,173,GENERATOR,,"2018/10/24 09:51:00",0.59978960,"Coal seam methane",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BROADMDW,,,N,N,N,22,5,NET/NET,,Y,N,5,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BROKENH1,,,N,N,N,22,27,GROSS/NET,SLOW,Y,N,27,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BROKENH2,,,N,N,N,22,27,GROSS/NET,SLOW,Y,N,27,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BROOKLYN,,,N,N,N,22,3,GROSS/NET,,Y,N,3,GENERATOR,,"2018/10/24 09:51:00",0.08305417,"Landfill biogas methane",NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BROWNMT,,,N,N,N,66,5,GROSS/NET,,Y,N,6,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRYB1WF1,,,N,N,N,220,180,GROSS/NET,SLOW,Y,N,175,GENERATOR,,"2021/02/12 12:06:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BRYB2WF2,,,N,Y,N,220,109,GROSS/NET,SLOW,Y,N,105,GENERATOR,,"2022/11/29 07:10:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BULBESG1,,,N,Y,N,220,24,GROSS/NET,FAST,Y,N,20,GENERATOR,,"2021/06/29 14:26:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BULGANA1,,,N,Y,N,220,98,GROSS/NET,SLOW,Y,N,98,GENERATOR,,"2021/06/29 14:26:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BULGANA2,,,N,Y,N,220,105,GROSS/NET,SLOW,Y,N,105,GENERATOR,,"2021/06/29 14:26:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BURRIN1,,,N,N,N,132,7,GROSS/NET,,Y,N,7,GENERATOR,,"2022/01/17 13:38:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BUTLERSG,,,N,N,N,110,15,NET/NET,,Y,N,15,GENERATOR,,"2018/10/24 09:51:00",0,Hydro,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BW01,,,Y,Y,N,330,660,GROSS/NET,SLOW,Y,N,700,GENERATOR,,"2018/10/24 09:51:00",0.88937628,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BW02,,,Y,Y,N,330,660,GROSS/NET,SLOW,Y,N,700,GENERATOR,,"2018/10/24 09:51:00",0.88937628,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BW03,,,Y,Y,N,500,660,GROSS/NET,SLOW,Y,N,700,GENERATOR,,"2018/10/24 09:51:00",0.88937628,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BW04,,,Y,Y,N,500,660,GROSS/NET,SLOW,Y,N,700,GENERATOR,,"2018/10/24 09:51:00",0.88937628,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,BWTR1,,,N,N,N,66,38,NET/NET,,Y,N,38,GENERATOR,,"2018/10/24 09:51:00",0.0180,Bagasse,NGA2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CALL_B_1,,,Y,Y,N,275,350,GROSS/NET,SLOW,Y,N,385,GENERATOR,,"2018/10/24 09:51:00",0.94671509,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CALL_B_2,,,Y,Y,N,275,350,GROSS/NET,SLOW,Y,N,385,GENERATOR,,"2018/10/24 09:51:00",0.94671509,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CALLNL1,,,N,N,N,330,25,GROSS/NET,FAST,Y,N,25,GENERATOR,,"2018/10/24 09:51:00",0.94671509,"Black coal",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CAPTL_WF,,,N,N,N,330,140,NET/NET,,Y,N,140,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CATHROCK,,,N,N,N,132,66,NET/NET,SLOW,Y,N,66,GENERATOR,,"2022/01/27 10:35:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CBWF,,,N,N,N,66,20,NET/NET,SLOW,Y,N,20,GENERATOR,,"2018/10/24 09:51:00",0,Wind,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CBWWBA1G,,,N,Y,N,11,2,GROSS/NET,FAST,Y,N,2,GENERATOR,,"2022/07/08 16:15:00",0,"Battery Storage",ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,CESF1,,,N,N,N,1,1,GROSS/NET,,Y,N,1,GENERATOR,,"2018/10/24 09:51:00",0,Solar,ISP2022
D,PARTICIPANT_REGISTRATION,GENUNITS,2,WOOLGSF1,,,N,Y,N,132,222,GROSS/NET,SLOW,Y,N,176,GENERATOR,,"2022/05/20 16:36:00",0,Solar,ISP2022
